,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
7204,London,1948,Aquatics,Diving,"CAPILLA PEREZ, Joaquin",MEX,Men,10m platform,M,Bronze
7205,London,1948,Aquatics,Diving,"LEE, Samuel",USA,Men,10m platform,M,Gold
7206,London,1948,Aquatics,Diving,"HARLAN, Bruce Ira",USA,Men,10m platform,M,Silver
7207,London,1948,Aquatics,Diving,"CHRISTOFFERSEN-HANSON, Birte",DEN,Women,10m platform,W,Bronze
7208,London,1948,Aquatics,Diving,"DRAVES, Victoria Manalo",USA,Women,10m platform,W,Gold
7209,London,1948,Aquatics,Diving,"ELSENER, Patricia Anne",USA,Women,10m platform,W,Silver
7210,London,1948,Aquatics,Diving,"LEE, Samuel",USA,Men,3m springboard,M,Bronze
7211,London,1948,Aquatics,Diving,"HARLAN, Bruce Ira",USA,Men,3m springboard,M,Gold
7212,London,1948,Aquatics,Diving,"ANDERSON, Miller Altman",USA,Men,3m springboard,M,Silver
7213,London,1948,Aquatics,Diving,"ELSENER, Patricia Anne",USA,Women,3m springboard,W,Bronze
7214,London,1948,Aquatics,Diving,"DRAVES, Victoria Manalo",USA,Women,3m springboard,W,Gold
7215,London,1948,Aquatics,Diving,"OLSEN-JENSEN, Zoe-Ann",USA,Women,3m springboard,W,Silver
7216,London,1948,Aquatics,Swimming,"VALLEREY JR., Georges",FRA,Men,100m backstroke,M,Bronze
7217,London,1948,Aquatics,Swimming,"STACK, Allen Mcintyre",USA,Men,100m backstroke,M,Gold
7218,London,1948,Aquatics,Swimming,"COWELL, Robert Elmer",USA,Men,100m backstroke,M,Silver
7219,London,1948,Aquatics,Swimming,"DAVIES, Judith Joy",AUS,Women,100m backstroke,W,Bronze
7220,London,1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,100m backstroke,W,Gold
7221,London,1948,Aquatics,Swimming,"ZIMMERMAN, Suzanne Winona",USA,Women,100m backstroke,W,Silver
7222,London,1948,Aquatics,Swimming,"KADAS, Geza",HUN,Men,100m freestyle,M,Bronze
7223,London,1948,Aquatics,Swimming,"RIS, Walter Stephen",USA,Men,100m freestyle,M,Gold
7224,London,1948,Aquatics,Swimming,"FORD, Alan Robert",USA,Men,100m freestyle,M,Silver
7225,London,1948,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,100m freestyle,W,Bronze
7226,London,1948,Aquatics,Swimming,"ANDERSEN, Greta Marie",DEN,Women,100m freestyle,W,Gold
7227,London,1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,100m freestyle,W,Silver
7228,London,1948,Aquatics,Swimming,"MITRO, György",HUN,Men,1500m freestyle,M,Bronze
7229,London,1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,1500m freestyle,M,Gold
7230,London,1948,Aquatics,Swimming,"MARSHALL, John Birnie",AUS,Men,1500m freestyle,M,Silver
7231,London,1948,Aquatics,Swimming,"SOHL, Robert Raymond",USA,Men,200m breaststroke,M,Bronze
7232,London,1948,Aquatics,Swimming,"VERDEUR, Joseph Thomas",USA,Men,200m breaststroke,M,Gold
7233,London,1948,Aquatics,Swimming,"CARTER, Keith Eyre",USA,Men,200m breaststroke,M,Silver
7234,London,1948,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,200m breaststroke,W,Bronze
7235,London,1948,Aquatics,Swimming,"VAN VLIET, Petronella (Nel)",NED,Women,200m breaststroke,W,Gold
7236,London,1948,Aquatics,Swimming,"LYONS, Beatrice Nancy",AUS,Women,200m breaststroke,W,Silver
7237,London,1948,Aquatics,Swimming,"MARSHALL, John Birnie",AUS,Men,400m freestyle,M,Bronze
7238,London,1948,Aquatics,Swimming,"SMITH, William M. Jr.",USA,Men,400m freestyle,M,Gold
7239,London,1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,400m freestyle,M,Silver
7240,London,1948,Aquatics,Swimming,"GIBSON, Catherine",GBR,Women,400m freestyle,W,Bronze
7241,London,1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,400m freestyle,W,Gold
7242,London,1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,400m freestyle,W,Silver
7243,London,1948,Aquatics,Swimming,"HEIJTING-SCHUHMACHER, Irma",NED,Women,4x100m freestyle relay,W,Bronze
7244,London,1948,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,4x100m freestyle relay,W,Bronze
7245,London,1948,Aquatics,Swimming,"MARSMAN, Margot",NED,Women,4x100m freestyle relay,W,Bronze
7246,London,1948,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,4x100m freestyle relay,W,Bronze
7247,London,1948,Aquatics,Swimming,"CORRIDON, Marie Louise",USA,Women,4x100m freestyle relay,W,Gold
7248,London,1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,4x100m freestyle relay,W,Gold
7249,London,1948,Aquatics,Swimming,"HELSER, Brenda Merserau",USA,Women,4x100m freestyle relay,W,Gold
7250,London,1948,Aquatics,Swimming,"KALAMA, Thelma H.",USA,Women,4x100m freestyle relay,W,Gold
7251,London,1948,Aquatics,Swimming,"ANDERSEN, Greta Marie",DEN,Women,4x100m freestyle relay,W,Silver
7252,London,1948,Aquatics,Swimming,"CARSTENSEN, Fritze Wulf",DEN,Women,4x100m freestyle relay,W,Silver
7253,London,1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,4x100m freestyle relay,W,Silver
7254,London,1948,Aquatics,Swimming,"RIISE, Eva Johanne",DEN,Women,4x100m freestyle relay,W,Silver
7255,London,1948,Aquatics,Swimming,"BERNARDO, Joseph",FRA,Men,4x200m freestyle relay,M,Bronze
7256,London,1948,Aquatics,Swimming,"CORNU, Rene",FRA,Men,4x200m freestyle relay,M,Bronze
7257,London,1948,Aquatics,Swimming,"JANY, Alexandre",FRA,Men,4x200m freestyle relay,M,Bronze
7258,London,1948,Aquatics,Swimming,"PADOU JR., Henri",FRA,Men,4x200m freestyle relay,M,Bronze
7259,London,1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,4x200m freestyle relay,M,Gold
7260,London,1948,Aquatics,Swimming,"RIS, Walter Stephen",USA,Men,4x200m freestyle relay,M,Gold
7261,London,1948,Aquatics,Swimming,"SMITH, William M. Jr.",USA,Men,4x200m freestyle relay,M,Gold
7262,London,1948,Aquatics,Swimming,"WOLF, Wallace Perry",USA,Men,4x200m freestyle relay,M,Gold
7263,London,1948,Aquatics,Swimming,"KADAS, Geza",HUN,Men,4x200m freestyle relay,M,Silver
7264,London,1948,Aquatics,Swimming,"MITRO, György",HUN,Men,4x200m freestyle relay,M,Silver
7265,London,1948,Aquatics,Swimming,"NYEKI, Imre",HUN,Men,4x200m freestyle relay,M,Silver
7266,London,1948,Aquatics,Swimming,"SZATMARI, Elemer",HUN,Men,4x200m freestyle relay,M,Silver
7267,London,1948,Aquatics,Water polo,"BRAASEM, Cornelis",NED,Men,water polo,M,Bronze
7268,London,1948,Aquatics,Water polo,"KEETELAAR, Hendrikus Zacharias",NED,Men,water polo,M,Bronze
7269,London,1948,Aquatics,Water polo,"KOREVAAR, Cornelis (Nijs)",NED,Men,water polo,M,Bronze
7270,London,1948,Aquatics,Water polo,"ROHNER, Johannes Jacobus",NED,Men,water polo,M,Bronze
7271,London,1948,Aquatics,Water polo,"RUIMSCHOTEL, Albert Frits",NED,Men,water polo,M,Bronze
7272,London,1948,Aquatics,Water polo,"SALOMONS, Pieter Johannes Alexander",NED,Men,water polo,M,Bronze
7273,London,1948,Aquatics,Water polo,"SMOL, Frits",NED,Men,water polo,M,Bronze
7274,London,1948,Aquatics,Water polo,"STAM, Hans",NED,Men,water polo,M,Bronze
7275,London,1948,Aquatics,Water polo,"VAN FEGGELEN, Rudolh Fredrik Otto",NED,Men,water polo,M,Bronze
7276,London,1948,Aquatics,Water polo,"ARENA, Ermenegildo",ITA,Men,water polo,M,Gold
7277,London,1948,Aquatics,Water polo,"BULGARELLI, Emilio",ITA,Men,water polo,M,Gold
7278,London,1948,Aquatics,Water polo,"BUONOCORE, Pasquale",ITA,Men,water polo,M,Gold
7279,London,1948,Aquatics,Water polo,"GHIRA, Aldo",ITA,Men,water polo,M,Gold
7280,London,1948,Aquatics,Water polo,"MAIONI, Mario",ITA,Men,water polo,M,Gold
7281,London,1948,Aquatics,Water polo,"OGNIO, Geminio",ITA,Men,water polo,M,Gold
7282,London,1948,Aquatics,Water polo,"PANDOLFINI, Gianfranco",ITA,Men,water polo,M,Gold
7283,London,1948,Aquatics,Water polo,"PANDOLFINI, Tullio",ITA,Men,water polo,M,Gold
7284,London,1948,Aquatics,Water polo,"RUBINI, Cesare",ITA,Men,water polo,M,Gold
7285,London,1948,Aquatics,Water polo,"BRANDI, Jenö",HUN,Men,water polo,M,Silver
7286,London,1948,Aquatics,Water polo,"CSUVIK, Oszkar",HUN,Men,water polo,M,Silver
7287,London,1948,Aquatics,Water polo,"FABIAN, Dezsö",HUN,Men,water polo,M,Silver
7288,London,1948,Aquatics,Water polo,"GYARMATI, Dezso",HUN,Men,water polo,M,Silver
7289,London,1948,Aquatics,Water polo,"GYORFFI, Endre",HUN,Men,water polo,M,Silver
7290,London,1948,Aquatics,Water polo,"HOLOP, Miklos",HUN,Men,water polo,M,Silver
7291,London,1948,Aquatics,Water polo,"JENEI, Laszlo",HUN,Men,water polo,M,Silver
7292,London,1948,Aquatics,Water polo,"LEMHENYI, DezsÃ¶",HUN,Men,water polo,M,Silver
7293,London,1948,Aquatics,Water polo,"SZITTYA, Karoly",HUN,Men,water polo,M,Silver
