,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
5004,Amsterdam,1928,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,10m platform,M,Bronze
5005,Amsterdam,1928,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,10m platform,M,Gold
5006,Amsterdam,1928,Aquatics,Diving,"SIMAIKA, Farid",EGY,Men,10m platform,M,Silver
5007,Amsterdam,1928,Aquatics,Diving,"SJÖQVIST, Laura",SWE,Women,10m platform,W,Bronze
5008,Amsterdam,1928,Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",USA,Women,10m platform,W,Gold
5009,Amsterdam,1928,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,10m platform,W,Silver
5010,Amsterdam,1928,Aquatics,Diving,"SIMAIKA, Farid",EGY,Men,3m springboard,M,Bronze
5011,Amsterdam,1928,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,3m springboard,M,Gold
5012,Amsterdam,1928,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,3m springboard,M,Silver
5013,Amsterdam,1928,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3m springboard,W,Bronze
5014,Amsterdam,1928,Aquatics,Diving,"MEANY, Helen",USA,Women,3m springboard,W,Gold
5015,Amsterdam,1928,Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,3m springboard,W,Silver
5016,Amsterdam,1928,Aquatics,Swimming,"WYATT, Paul",USA,Men,100m backstroke,M,Bronze
5017,Amsterdam,1928,Aquatics,Swimming,"KOJAC, George Harold",USA,Men,100m backstroke,M,Gold
5018,Amsterdam,1928,Aquatics,Swimming,"LAUFER, Walter",USA,Men,100m backstroke,M,Silver
5019,Amsterdam,1928,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m backstroke,W,Bronze
5020,Amsterdam,1928,Aquatics,Swimming,"BRAUN, Maria Johanna",NED,Women,100m backstroke,W,Gold
5021,Amsterdam,1928,Aquatics,Swimming,"KING, Ellen Elizabeth",GBR,Women,100m backstroke,W,Silver
5022,Amsterdam,1928,Aquatics,Swimming,"TAKAISHI, Katsuo",JPN,Men,100m freestyle,M,Bronze
5023,Amsterdam,1928,Aquatics,Swimming,"WEISSMULLER, Johnny",USA,Men,100m freestyle,M,Gold
5024,Amsterdam,1928,Aquatics,Swimming,"BARANY, Istvan",HUN,Men,100m freestyle,M,Silver
5025,Amsterdam,1928,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m freestyle,W,Bronze
5026,Amsterdam,1928,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",USA,Women,100m freestyle,W,Gold
5027,Amsterdam,1928,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,100m freestyle,W,Silver
5028,Amsterdam,1928,Aquatics,Swimming,"CRABBE, Clarence",USA,Men,1500m freestyle,M,Bronze
5029,Amsterdam,1928,Aquatics,Swimming,"BORG, Arne",SWE,Men,1500m freestyle,M,Gold
5030,Amsterdam,1928,Aquatics,Swimming,"CHARLTON, Andrew",AUS,Men,1500m freestyle,M,Silver
5031,Amsterdam,1928,Aquatics,Swimming,"YLDEFONSO, Teofilo",PHI,Men,200m breaststroke,M,Bronze
5032,Amsterdam,1928,Aquatics,Swimming,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,M,Gold
5033,Amsterdam,1928,Aquatics,Swimming,"RADEMACHER, Erich",GER,Men,200m breaststroke,M,Silver
5034,Amsterdam,1928,Aquatics,Swimming,"MÜHE, Charlotte",GER,Women,200m breaststroke,W,Bronze
5035,Amsterdam,1928,Aquatics,Swimming,"SCHRADER, Hilde",GER,Women,200m breaststroke,W,Gold
5036,Amsterdam,1928,Aquatics,Swimming,"BARON, Mietje",NED,Women,200m breaststroke,W,Silver
5037,Amsterdam,1928,Aquatics,Swimming,"BORG, Arne",SWE,Men,400m freestyle,M,Bronze
5038,Amsterdam,1928,Aquatics,Swimming,"ZORRILLA, Victoriano",ARG,Men,400m freestyle,M,Gold
